ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2305,2020-09-27 05:39:21:140
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2314,2020-09-27 05:39:21:149
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2325,2020-09-27 05:39:21:160
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2335,2020-09-27 05:39:21:170
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2345,2020-09-27 05:39:21:180
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2354,2020-09-27 05:39:21:189
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2365,2020-09-27 05:39:21:200
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2375,2020-09-27 05:39:21:210
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2384,2020-09-27 05:39:21:219
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2395,2020-09-27 05:39:21:230
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2405,2020-09-27 05:39:21:240
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2414,2020-09-27 05:39:21:249
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2426,2020-09-27 05:39:21:261
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2436,2020-09-27 05:39:21:271
5.047,-1.336,8.096,4.4069,-1.3457,8.6567,0.2836,0.1087,-0.2337,33.0,49.34,15.15,-5.77,290.32,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2445,2020-09-27 05:39:21:280
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2466,2020-09-27 05:39:21:301
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2467,2020-09-27 05:39:21:302
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2475,2020-09-27 05:39:21:310
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2485,2020-09-27 05:39:21:320
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2495,2020-09-27 05:39:21:330
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2505,2020-09-27 05:39:21:340
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2514,2020-09-27 05:39:21:349
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2525,2020-09-27 05:39:21:360
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2535,2020-09-27 05:39:21:370
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2545,2020-09-27 05:39:21:380
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2555,2020-09-27 05:39:21:390
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2565,2020-09-27 05:39:21:400
5.3774,-1.5323,7.7991,4.9259,-1.5211,8.3422,0.3614,-0.0427,-0.4963,27.0,49.8,13.2,-9.37,287.02,7.89,-26.98,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2575,2020-09-27 05:39:21:410
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2585,2020-09-27 05:39:21:420
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2595,2020-09-27 05:39:21:430
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2605,2020-09-27 05:39:21:440
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2615,2020-09-27 05:39:21:450
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2625,2020-09-27 05:39:21:460
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2635,2020-09-27 05:39:21:470
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2645,2020-09-27 05:39:21:480
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2655,2020-09-27 05:39:21:490
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2665,2020-09-27 05:39:21:500
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2674,2020-09-27 05:39:21:509
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2685,2020-09-27 05:39:21:520
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2695,2020-09-27 05:39:21:530
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2705,2020-09-27 05:39:21:540
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2716,2020-09-27 05:39:21:551
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2725,2020-09-27 05:39:21:560
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2735,2020-09-27 05:39:21:570
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2745,2020-09-27 05:39:21:580
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2755,2020-09-27 05:39:21:590
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2764,2020-09-27 05:39:21:599
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2776,2020-09-27 05:39:21:611
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2784,2020-09-27 05:39:21:619
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2795,2020-09-27 05:39:21:630
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2821,2020-09-27 05:39:21:656
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2822,2020-09-27 05:39:21:657
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2824,2020-09-27 05:39:21:659
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2836,2020-09-27 05:39:21:671
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2845,2020-09-27 05:39:21:680
5.9472,-1.9201,7.9715,5.4605,-1.7367,7.9585,0.3827,-0.1888,-0.059,27.0,47.82,10.35,-10.79,284.57,8.92,-30.56,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2855,2020-09-27 05:39:21:690
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2865,2020-09-27 05:39:21:700
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2876,2020-09-27 05:39:21:711
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.683,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2886,2020-09-27 05:39:21:721
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2897,2020-09-27 05:39:21:732
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2906,2020-09-27 05:39:21:741
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2936,2020-09-27 05:39:21:771
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2937,2020-09-27 05:39:21:772
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2938,2020-09-27 05:39:21:773
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2950,2020-09-27 05:39:21:785
5.8849,-1.9824,7.8566,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2957,2020-09-27 05:39:21:792
6.359,-1.9153,8.503,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2972,2020-09-27 05:39:21:807
6.359,-1.9153,8.503,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2975,2020-09-27 05:39:21:810
6.359,-1.9153,8.503,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2984,2020-09-27 05:39:21:819
6.359,-1.9153,8.503,5.5581,-1.8145,7.8731,0.2385,-0.1217,-0.1996,27.0,51.32,6.91,-13.37,281.9,10.66,-35.22,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,2995,2020-09-27 05:39:21:830
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,3012,2020-09-27 05:39:21:847
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,3016,2020-09-27 05:39:21:851
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,3035,2020-09-27 05:39:21:870
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,18 / 36,3036,2020-09-27 05:39:21:871
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3047,2020-09-27 05:39:21:882
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3055,2020-09-27 05:39:21:890
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3074,2020-09-27 05:39:21:909
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3075,2020-09-27 05:39:21:910
6.359,-1.9153,8.503,5.7356,-1.8065,7.7466,0.4299,0.1832,-0.2204,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3085,2020-09-27 05:39:21:920
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3096,2020-09-27 05:39:21:931
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3108,2020-09-27 05:39:21:943
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3118,2020-09-27 05:39:21:953
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3125,2020-09-27 05:39:21:960
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3138,2020-09-27 05:39:21:973
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3145,2020-09-27 05:39:21:980
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.49,1.35,-13.47,275.37,10.62,-36.52,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3155,2020-09-27 05:39:21:990
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3166,2020-09-27 05:39:22:001
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3175,2020-09-27 05:39:22:010
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3184,2020-09-27 05:39:22:019
5.4444,-2.5043,8.5844,5.732,-1.9503,7.7143,-0.269,-0.4348,-0.4619,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3195,2020-09-27 05:39:22:030
5.4444,-2.5043,8.5844,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3204,2020-09-27 05:39:22:039
5.4444,-2.5043,8.5844,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3216,2020-09-27 05:39:22:051
6.3207,-1.968,7.1144,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3227,2020-09-27 05:39:22:062
6.3207,-1.968,7.1144,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3235,2020-09-27 05:39:22:070
6.3207,-1.968,7.1144,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,31.355,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3245,2020-09-27 05:39:22:080
6.3207,-1.968,7.1144,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,32.162,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3255,2020-09-27 05:39:22:090
6.3207,-1.968,7.1144,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.22,-0.63,-14.14,273.12,11.47,-36.61,2.0,32.162,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3265,2020-09-27 05:39:22:100
6.3207,-1.968,7.1144,5.8657,-1.908,7.6239,0.6049,0.2092,-0.8054,27.0,49.05,-1.31,-13.86,273.23,11.22,-37.57,2.0,32.162,-7.760325,110.37555,539.93,NaN,0.0,10.374194,,17 / 36,3282,2020-09-27 05:39:22:117
